,CountryOrState,Date,confirmed,deaths,work,retail,residential,parks,transit,dDeaths,dDeaths_1,dDeaths_5,aWork,aRetail,aResidential,aParks,aTransit,adDeaths,adDeaths_1,mob_idx
1244,Delaware,2020-04-08,1116,19,-50.0,-38.0,20.0,36.0,-44.0,3.0,1.0,2.0,-45.142857142857146,-41.142857142857146,17.428571428571427,5.142857142857143,-48.714285714285715,1.1428571428571428,0.8571428571428571,-6.1904761904761925
1245,Delaware,2020-04-09,1209,23,-51.0,-39.0,21.0,-13.0,-52.0,4.0,3.0,0.0,-45.57142857142857,-41.0,17.714285714285715,-0.8571428571428571,-49.42857142857143,1.5714285714285714,1.1428571428571428,-8.047619047619047
1246,Delaware,2020-04-10,1326,32,-57.0,-42.0,25.0,-33.0,-58.0,9.0,4.0,0.0,-47.0,-41.0,18.0,-7.142857142857143,-50.0,2.5714285714285716,1.5714285714285714,-10.047619047619047
1247,Delaware,2020-04-11,1479,33,-37.0,-41.0,14.0,26.0,-48.0,1.0,9.0,1.0,-47.142857142857146,-40.42857142857143,17.857142857142858,0.2857142857142857,-49.285714285714285,2.7142857142857144,2.5714285714285716,-7.42857142857143
1248,Delaware,2020-04-12,1625,35,-46.0,-65.0,12.0,-5.0,-61.0,2.0,1.0,1.0,-48.142857142857146,-40.42857142857143,17.857142857142858,6.428571428571429,-49.142857142857146,3.0,2.7142857142857144,-5.380952380952382
1249,Delaware,2020-04-13,1758,41,-53.0,-50.0,23.0,-44.0,-61.0,6.0,2.0,3.0,-49.0,-40.42857142857143,18.0,9.857142857142858,-48.857142857142854,3.7142857142857144,3.0,-4.190476190476191
1250,Delaware,2020-04-14,1926,43,-48.0,-36.0,20.0,7.0,-49.0,2.0,6.0,4.0,-48.857142857142854,-40.42857142857143,18.0,14.571428571428571,-48.857142857142854,3.857142857142857,3.7142857142857144,-2.61904761904762
1251,Delaware,2020-04-15,2014,46,-49.0,-34.0,20.0,-6.0,-46.0,3.0,2.0,9.0,-48.714285714285715,-40.714285714285715,18.142857142857142,17.857142857142858,-48.857142857142854,3.857142857142857,3.857142857142857,-1.5714285714285718
1252,Delaware,2020-04-16,2070,55,-49.0,-36.0,20.0,-11.0,-47.0,9.0,3.0,1.0,-48.42857142857143,-41.0,18.285714285714285,14.714285714285714,-49.714285714285715,4.571428571428571,3.857142857142857,-2.6666666666666674
1253,Delaware,2020-04-17,2317,61,-48.0,-40.0,22.0,-18.0,-52.0,6.0,9.0,2.0,-47.142857142857146,-41.285714285714285,18.714285714285715,12.142857142857142,-50.57142857142857,4.142857142857143,4.571428571428571,-3.476190476190476
1254,Delaware,2020-04-18,2538,67,-35.0,-45.0,15.0,-27.0,-49.0,6.0,6.0,6.0,-46.857142857142854,-40.42857142857143,18.571428571428573,14.857142857142858,-50.285714285714285,4.857142857142857,4.142857142857143,-2.3333333333333335
1255,Delaware,2020-04-19,2538,67,-37.0,-42.0,11.0,26.0,-53.0,0.0,6.0,2.0,-45.57142857142857,-43.0,18.571428571428573,8.857142857142858,-51.0,4.571428571428571,4.857142857142857,-5.19047619047619
1256,Delaware,2020-04-20,2745,72,-48.0,-37.0,19.0,-13.0,-45.0,5.0,0.0,3.0,-44.857142857142854,-44.857142857142854,19.285714285714285,-2.5714285714285716,-53.285714285714285,4.428571428571429,4.571428571428571,-9.380952380952381
1257,Delaware,2020-04-21,2931,82,-48.0,-38.0,20.0,-13.0,-51.0,10.0,5.0,9.0,-44.857142857142854,-44.42857142857143,19.285714285714285,-3.7142857142857144,-53.285714285714285,5.571428571428571,4.428571428571429,-9.61904761904762
1258,Delaware,2020-04-22,3200,89,-48.0,-35.0,19.0,0.0,-44.0,7.0,10.0,6.0,-44.714285714285715,-43.857142857142854,19.285714285714285,-9.714285714285714,-53.57142857142857,6.142857142857143,5.571428571428571,-11.428571428571429
1259,Delaware,2020-04-23,3308,92,-49.0,-38.0,21.0,-17.0,-49.0,3.0,7.0,6.0,-44.714285714285715,-43.42857142857143,19.142857142857142,-9.428571428571429,-52.857142857142854,5.285714285714286,6.142857142857143,-11.238095238095239
1260,Delaware,2020-04-24,3442,100,-49.0,-42.0,24.0,-46.0,-56.0,8.0,3.0,0.0,-44.857142857142854,-43.142857142857146,18.714285714285715,-7.285714285714286,-52.0,5.571428571428571,5.285714285714286,-10.571428571428571
1261,Delaware,2020-04-25,3576,112,-30.0,-37.0,11.0,,-37.0,12.0,8.0,5.0,-44.142857142857146,-43.714285714285715,18.857142857142858,-14.857142857142858,-52.142857142857146,6.428571428571429,5.571428571428571,-13.238095238095239
1262,Delaware,2020-04-26,4034,120,-39.0,-48.0,13.0,-53.0,-60.0,8.0,12.0,10.0,-44.42857142857143,-40.42857142857143,18.714285714285715,-10.428571428571429,-51.0,7.571428571428571,6.428571428571429,-10.714285714285715
1263,Delaware,2020-04-27,4162,125,-46.0,-36.0,19.0,-23.0,-48.0,5.0,8.0,7.0,-44.142857142857146,-38.57142857142857,18.142857142857142,-6.0,-48.714285714285715,7.571428571428571,7.571428571428571,-8.809523809523808
1264,Delaware,2020-04-28,4575,137,-47.0,-31.0,13.0,27.0,-40.0,12.0,5.0,3.0,-44.0,-38.857142857142854,18.142857142857142,-8.857142857142858,-49.0,7.857142857142857,7.571428571428571,-9.857142857142856
1265,Delaware,2020-04-29,4655,144,-48.0,-32.0,18.0,14.0,-42.0,7.0,12.0,8.0,-44.0,-39.0,18.0,-8.0,-48.714285714285715,7.857142857142857,7.857142857142857,-9.666666666666666
1266,Delaware,2020-04-30,4734,152,-48.0,-38.0,21.0,-32.0,-48.0,8.0,7.0,12.0,-43.857142857142854,-39.285714285714285,18.142857142857142,-8.857142857142858,-49.0,8.571428571428571,7.857142857142857,-10.0
1267,Delaware,2020-05-01,4918,159,-46.0,-33.0,20.0,-5.0,-42.0,7.0,8.0,8.0,-43.42857142857143,-39.57142857142857,18.428571428571427,-12.857142857142858,-49.57142857142857,8.428571428571429,8.571428571428571,-11.333333333333334
